"Population by Five Years Age Group","Number"
"0-4",""
"Female","1256"
"Male","1212"
"10-14",""
"Female","1665"
"Male","1735"
"15-19",""
"Female","1866"
"Male","1724"
"20-24",""
"Female","1737"
"Male","1290"
"25-29",""
"Female","1556"
"Male","1146"
"30-34",""
"Female","1403"
"Male","1081"
"35-39",""
"Female","1301"
"Male","1161"
"40-44",""
"Female","1186"
"Male","1053"
"45-49",""
"Female","957"
"Male","999"
"50-54",""
"Female","817"
"Male","792"
"55-59",""
"Female","628"
"Male","745"
"5-9",""
"Female","1371"
"Male","1377"
"60-64",""
"Female","533"
"Male","523"
"65-69",""
"Female","314"
"Male","398"
"70-74",""
"Female","221"
"Male","217"
"75+",""
"Female","221"
"Male","232"
