"Population by Mother tongue","Number"
"Bangla",""
"Female","12"
"Male","15"
"Bhojpuri",""
"Female","74"
"Male","76"
"Bhujel",""
"Female","371"
"Male","340"
"Hindi",""
"Female","15"
"Male","26"
"Kulung",""
"Female","11"
"Male","10"
"Limbu",""
"Female","25"
"Male","14"
"Magar",""
"Female","77"
"Male","72"
"Maithili",""
"Female","2021"
"Male","2104"
"Nepali",""
"Female","3801"
"Male","3345"
"Newar",""
"Female","67"
"Male","59"
"Not Reported",""
"Female","77"
"Male","78"
"Others",""
"Female","54"
"Male","49"
"Rai",""
"Female","49"
"Male","37"
"Rajbanshi",""
"Female","389"
"Male","401"
"Rajsthani",""
"Female","28"
"Male","30"
"Santhali",""
"Female","14"
"Male","14"
"Sunuwar",""
"Female","10"
"Male","7"
"Tamang",""
"Female","114"
"Male","88"
"Tharu",""
"Female","9534"
"Male","8627"
"Uranw/Urau",""
"Female","190"
"Male","174"
"Urdu",""
"Female","99"
"Male","119"
