"Population by Five Years Age Group","Number"
"0-4",""
"Female","1253"
"Male","1256"
"10-14",""
"Female","1916"
"Male","1810"
"15-19",""
"Female","1794"
"Male","1532"
"20-24",""
"Female","1391"
"Male","953"
"25-29",""
"Female","1151"
"Male","897"
"30-34",""
"Female","967"
"Male","718"
"35-39",""
"Female","955"
"Male","737"
"40-44",""
"Female","852"
"Male","763"
"45-49",""
"Female","759"
"Male","683"
"50-54",""
"Female","629"
"Male","622"
"55-59",""
"Female","521"
"Male","481"
"5-9",""
"Female","1539"
"Male","1560"
"60-64",""
"Female","516"
"Male","414"
"65-69",""
"Female","395"
"Male","349"
"70-74",""
"Female","329"
"Male","278"
"75+",""
"Female","441"
"Male","383"
