"Population by Mother tongue","Number"
"Bahing",""
"Female","1023"
"Male","795"
"Bhojpuri",""
"Female","10"
"Male","12"
"Bhujel",""
"Female","98"
"Male","78"
"Gurung",""
"Female","149"
"Male","100"
"Khaling",""
"Female","9"
"Male","7"
"Magar",""
"Female","1215"
"Male","943"
"Maithili",""
"Female","56"
"Male","126"
"Nepali",""
"Female","10079"
"Male","8265"
"Newar",""
"Female","75"
"Male","71"
"Not Reported",""
"Female","27"
"Male","25"
"Others",""
"Female","26"
"Male","36"
"Puma",""
"Female","29"
"Male","29"
"Rai",""
"Female","322"
"Male","251"
"Rajsthani",""
"Female","10"
"Male","9"
"Sampang",""
"Female","25"
"Male","25"
"Santhali",""
"Female","29"
"Male","29"
"Sherpa",""
"Female","1592"
"Male","1333"
"Sunuwar",""
"Female","16"
"Male","10"
"Tamang",""
"Female","516"
"Male","420"
"Tharu",""
"Female","6"
"Male","12"
"Thulung",""
"Female","26"
"Male","23"
"Wambule",""
"Female","11"
"Male","7"
"Yakkha",""
"Female","21"
"Male","19"
