"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","14"
"Male","6"
"Danuwar",""
"Female","7134"
"Male","6016"
"Doteli",""
"Female","7"
"Male","4"
"Gurung",""
"Female","30"
"Male","25"
"Magar",""
"Female","3141"
"Male","2859"
"Maithili",""
"Female","1646"
"Male","1586"
"Majhi",""
"Female","352"
"Male","323"
"Nepali",""
"Female","15699"
"Male","14416"
"Newar",""
"Female","363"
"Male","346"
"Not Reported",""
"Female","21"
"Male","23"
"Others",""
"Female","26"
"Male","25"
"Rai",""
"Female","272"
"Male","277"
"Sign Language",""
"Female","3"
"Male","11"
"Sunuwar",""
"Female","906"
"Male","819"
"Tamang",""
"Female","4629"
"Male","4201"
"Thami",""
"Female","30"
"Male","30"
"Tharu",""
"Female","16"
"Male","21"
"Urdu",""
"Female","9"
"Male","16"
