"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","434"
"Cow Dung","36"
"Electricity","3"
"Kerosene","63"
"LP Gas","105"
"Not stated","77"
"Others","1"
"Wood/Firewood","12445"
"Total","13164"
