"Population by Single Year of Age","Number"
"0",""
"Female","28"
"Male","8"
"1",""
"Female","15"
"Male","14"
"10",""
"Female","17"
"Male","15"
"11",""
"Female","13"
"Male","13"
"12",""
"Female","12"
"Male","15"
"13",""
"Female","16"
"Male","16"
"14",""
"Female","13"
"Male","13"
"15",""
"Female","13"
"Male","15"
"16",""
"Female","28"
"Male","13"
"17",""
"Female","17"
"Male","8"
"18",""
"Female","27"
"Male","22"
"19",""
"Female","16"
"Male","14"
"2",""
"Female","15"
"Male","21"
"20",""
"Female","22"
"Male","28"
"21",""
"Female","27"
"Male","17"
"22",""
"Female","33"
"Male","26"
"23",""
"Female","27"
"Male","20"
"24",""
"Female","24"
"Male","21"
"25",""
"Female","43"
"Male","31"
"26",""
"Female","33"
"Male","24"
"27",""
"Female","17"
"Male","30"
"28",""
"Female","32"
"Male","39"
"29",""
"Female","25"
"Male","20"
"3",""
"Female","10"
"Male","14"
"30",""
"Female","24"
"Male","30"
"31",""
"Female","18"
"Male","20"
"32",""
"Female","31"
"Male","27"
"33",""
"Female","19"
"Male","22"
"34",""
"Female","20"
"Male","20"
"35",""
"Female","30"
"Male","26"
"36",""
"Female","21"
"Male","28"
"37",""
"Female","27"
"Male","18"
"38",""
"Female","27"
"Male","25"
"39",""
"Female","9"
"Male","16"
"4",""
"Female","26"
"Male","10"
"40",""
"Female","28"
"Male","39"
"41",""
"Female","13"
"Male","19"
"42",""
"Female","23"
"Male","32"
"43",""
"Female","14"
"Male","18"
"44",""
"Female","13"
"Male","27"
"45",""
"Female","22"
"Male","29"
"46",""
"Female","10"
"Male","14"
"47",""
"Female","20"
"Male","19"
"48",""
"Female","14"
"Male","14"
"49",""
"Female","9"
"Male","13"
"5",""
"Female","13"
"Male","20"
"50",""
"Female","21"
"Male","19"
"51",""
"Female","8"
"Male","16"
"52",""
"Female","11"
"Male","16"
"53",""
"Female","16"
"Male","15"
"54",""
"Female","14"
"Male","18"
"55",""
"Female","19"
"Male","18"
"56",""
"Female","13"
"Male","17"
"57",""
"Female","23"
"Male","13"
"58",""
"Female","13"
"Male","13"
"59",""
"Female","11"
"Male","9"
"6",""
"Female","21"
"Male","14"
"60",""
"Female","6"
"Male","11"
"61",""
"Female","17"
"Male","12"
"62",""
"Female","11"
"Male","18"
"63",""
"Female","12"
"Male","7"
"64",""
"Female","12"
"Male","10"
"65",""
"Female","22"
"Male","15"
"66",""
"Female","8"
"Male","8"
"67",""
"Female","17"
"Male","13"
"68",""
"Female","15"
"Male","12"
"69",""
"Female","8"
"Male","8"
"7",""
"Female","8"
"Male","8"
"70",""
"Female","11"
"Male","9"
"71",""
"Female","11"
"Male","9"
"72",""
"Female","11"
"Male","13"
"73",""
"Female","6"
"Male","5"
"74",""
"Female","7"
"Male","6"
"75",""
"Female","3"
"Male","4"
"76",""
"Female","5"
"Male","2"
"77",""
"Female","7"
"Male","2"
"78",""
"Female","6"
"Male","4"
"79",""
"Female","6"
"Male","0"
"8",""
"Female","18"
"Male","12"
"80",""
"Female","3"
"Male","4"
"81",""
"Female","1"
"Male","3"
"82",""
"Female","2"
"Male","0"
"83",""
"Female","3"
"Male","0"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","7"
"Male","7"
"9",""
"Female","9"
"Male","12"
