"Population by Five Years Age Group","Number"
"0-4",""
"Female","94"
"Male","67"
"10-14",""
"Female","71"
"Male","72"
"15-19",""
"Female","101"
"Male","72"
"20-24",""
"Female","133"
"Male","112"
"25-29",""
"Female","150"
"Male","144"
"30-34",""
"Female","112"
"Male","119"
"35-39",""
"Female","114"
"Male","113"
"40-44",""
"Female","91"
"Male","135"
"45-49",""
"Female","75"
"Male","89"
"50-54",""
"Female","70"
"Male","84"
"55-59",""
"Female","79"
"Male","70"
"5-9",""
"Female","69"
"Male","66"
"60-64",""
"Female","58"
"Male","58"
"65-69",""
"Female","70"
"Male","56"
"70-74",""
"Female","46"
"Male","42"
"75+",""
"Female","44"
"Male","28"
