"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","12"
"Male","20"
"","32"
"Gurung",""
"Female","128"
"Male","138"
"","266"
"Lapcha",""
"Female","1231"
"Male","1258"
"","2489"
"Maithili",""
"Female","21"
"Male","25"
"","46"
"Nepali",""
"Female","4066"
"Male","3917"
"","7983"
"Newar",""
"Female","503"
"Male","535"
"","1038"
"Not Reported",""
"Female","131"
"Male","135"
"","266"
"Others",""
"Female","17"
"Male","14"
"","31"
"Rai",""
"Female","100"
"Male","107"
"","207"
"Sherpa",""
"Female","10"
"Male","11"
"","21"
"Tamang",""
"Female","7051"
"Male","6815"
"","13866"
"Urdu",""
"Female","7"
"Male","11"
"","18"
