"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","19"
"Cow Dung","1"
"Electricity Fuel","3"
"KeroseneFuel","32"
"LP Gas","248"
"Not Sated about Fuel","75"
"OthersFuel","1"
"Wood/FireWood","4804"
"Total","5183"
