"Population by Caste Ethinicity","Number"
"Badi",""
"Female","8"
"Male","11"
"","19"
"Brahman - Hill",""
"Female","2124"
"Male","2053"
"","4177"
"Chhetri",""
"Female","689"
"Male","660"
"","1349"
"Dalit Others",""
"Female","12"
"Male","9"
"","21"
"Damai/Dholi",""
"Female","127"
"Male","124"
"","251"
"Gharti/Bhujel",""
"Female","21"
"Male","23"
"","44"
"Gurung",""
"Female","168"
"Male","181"
"","349"
"Kami",""
"Female","281"
"Male","267"
"","548"
"Kanu",""
"Female","5"
"Male","6"
"","11"
"Magar",""
"Female","27"
"Male","25"
"","52"
"Musalman",""
"Female","18"
"Male","16"
"","34"
"Newar",""
"Female","1872"
"Male","1907"
"","3779"
"Others",""
"Female","21"
"Male","33"
"","54"
"Rai",""
"Female","103"
"Male","110"
"","213"
"Sarki",""
"Female","25"
"Male","22"
"","47"
"Sherpa",""
"Female","11"
"Male","15"
"","26"
"Sonar",""
"Female","55"
"Male","50"
"","105"
"Sunuwar",""
"Female","35"
"Male","44"
"","79"
"Tamang",""
"Female","7452"
"Male","7190"
"","14642"
"Teli",""
"Female","12"
"Male","18"
"","30"
"Tharu",""
"Female","10"
"Male","4"
"","14"
"Undefined Others",""
"Female","201"
"Male","218"
"","419"
