"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","6041"
"Christianity","619"
"Hindu","20982"
"Islam","116"
"Jainism","0"
"Kirat","0"
"Prakriti","42"
"Sikhism","0"
"Undefined","40"
"Total","27841"
