"Population by Single Year of Age","Number"
"0",""
"Female","450"
"Male","485"
"1",""
"Female","402"
"Male","396"
"10",""
"Female","931"
"Male","939"
"11",""
"Female","486"
"Male","456"
"12",""
"Female","816"
"Male","894"
"13",""
"Female","547"
"Male","615"
"14",""
"Female","668"
"Male","635"
"15",""
"Female","677"
"Male","674"
"16",""
"Female","655"
"Male","632"
"17",""
"Female","423"
"Male","441"
"18",""
"Female","651"
"Male","629"
"19",""
"Female","326"
"Male","308"
"2",""
"Female","520"
"Male","560"
"20",""
"Female","742"
"Male","541"
"21",""
"Female","332"
"Male","240"
"22",""
"Female","581"
"Male","466"
"23",""
"Female","313"
"Male","226"
"24",""
"Female","352"
"Male","281"
"25",""
"Female","1027"
"Male","693"
"26",""
"Female","277"
"Male","249"
"27",""
"Female","292"
"Male","247"
"28",""
"Female","525"
"Male","400"
"29",""
"Female","132"
"Male","130"
"3",""
"Female","639"
"Male","615"
"30",""
"Female","1168"
"Male","772"
"31",""
"Female","120"
"Male","96"
"32",""
"Female","442"
"Male","311"
"33",""
"Female","173"
"Male","129"
"34",""
"Female","149"
"Male","128"
"35",""
"Female","1129"
"Male","1043"
"36",""
"Female","218"
"Male","220"
"37",""
"Female","150"
"Male","118"
"38",""
"Female","340"
"Male","263"
"39",""
"Female","95"
"Male","106"
"4",""
"Female","578"
"Male","565"
"40",""
"Female","983"
"Male","917"
"41",""
"Female","86"
"Male","112"
"42",""
"Female","230"
"Male","237"
"43",""
"Female","84"
"Male","74"
"44",""
"Female","107"
"Male","109"
"45",""
"Female","801"
"Male","852"
"46",""
"Female","100"
"Male","98"
"47",""
"Female","84"
"Male","94"
"48",""
"Female","213"
"Male","195"
"49",""
"Female","65"
"Male","61"
"5",""
"Female","703"
"Male","744"
"50",""
"Female","684"
"Male","703"
"51",""
"Female","73"
"Male","78"
"52",""
"Female","142"
"Male","162"
"53",""
"Female","64"
"Male","70"
"54",""
"Female","70"
"Male","77"
"55",""
"Female","522"
"Male","598"
"56",""
"Female","82"
"Male","109"
"57",""
"Female","65"
"Male","89"
"58",""
"Female","139"
"Male","158"
"59",""
"Female","66"
"Male","94"
"6",""
"Female","610"
"Male","650"
"60",""
"Female","507"
"Male","543"
"61",""
"Female","57"
"Male","66"
"62",""
"Female","141"
"Male","111"
"63",""
"Female","60"
"Male","59"
"64",""
"Female","60"
"Male","47"
"65",""
"Female","379"
"Male","356"
"66",""
"Female","38"
"Male","54"
"67",""
"Female","33"
"Male","37"
"68",""
"Female","75"
"Male","110"
"69",""
"Female","19"
"Male","32"
"7",""
"Female","660"
"Male","706"
"70",""
"Female","296"
"Male","290"
"71",""
"Female","15"
"Male","22"
"72",""
"Female","43"
"Male","59"
"73",""
"Female","6"
"Male","22"
"74",""
"Female","9"
"Male","18"
"75",""
"Female","151"
"Male","113"
"76",""
"Female","11"
"Male","19"
"77",""
"Female","11"
"Male","14"
"78",""
"Female","30"
"Male","23"
"79",""
"Female","4"
"Male","12"
"8",""
"Female","780"
"Male","845"
"80",""
"Female","75"
"Male","76"
"81",""
"Female","1"
"Male","8"
"82",""
"Female","7"
"Male","9"
"83",""
"Female","5"
"Male","6"
"84",""
"Female","5"
"Male","9"
"85",""
"Female","79"
"Male","74"
"9",""
"Female","481"
"Male","505"
