"Population by Mother tongue","Number"
"Bahing",""
"Female","79"
"Male","71"
"Bangla",""
"Female","48"
"Male","48"
"Bhojpuri",""
"Female","23"
"Male","22"
"Bhujel",""
"Female","48"
"Male","53"
"Hindi",""
"Female","23"
"Male","26"
"Limbu",""
"Female","33"
"Male","22"
"Magahi",""
"Female","108"
"Male","88"
"Magar",""
"Female","72"
"Male","59"
"Maithili",""
"Female","17885"
"Male","17670"
"Musalman",""
"Female","156"
"Male","129"
"Nepali",""
"Female","3090"
"Male","2735"
"Newar",""
"Female","102"
"Male","94"
"Not Reported",""
"Female","134"
"Male","132"
"Others",""
"Female","36"
"Male","37"
"Rai",""
"Female","13"
"Male","11"
"Rajsthani",""
"Female","27"
"Male","19"
"Sunuwar",""
"Female","7"
"Male","13"
"Tamang",""
"Female","78"
"Male","81"
"Tharu",""
"Female","4035"
"Male","3385"
"Urdu",""
"Female","1338"
"Male","1258"
