"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","49"
"Cow Dung","2401"
"Electricity","3"
"Kerosene","151"
"LP Gas","284"
"Not stated","130"
"Others","46"
"Wood/Firewood","7128"
"Total","10192"
