"Population by Single Year of Age","Number"
"0",""
"Female","12"
"Male","14"
"1",""
"Female","9"
"Male","8"
"10",""
"Female","23"
"Male","24"
"11",""
"Female","14"
"Male","27"
"12",""
"Female","21"
"Male","16"
"13",""
"Female","17"
"Male","32"
"14",""
"Female","16"
"Male","28"
"15",""
"Female","20"
"Male","27"
"16",""
"Female","24"
"Male","14"
"17",""
"Female","12"
"Male","5"
"18",""
"Female","19"
"Male","22"
"19",""
"Female","20"
"Male","27"
"2",""
"Female","21"
"Male","12"
"20",""
"Female","19"
"Male","14"
"21",""
"Female","19"
"Male","20"
"22",""
"Female","21"
"Male","19"
"23",""
"Female","19"
"Male","25"
"24",""
"Female","21"
"Male","20"
"25",""
"Female","36"
"Male","31"
"26",""
"Female","32"
"Male","26"
"27",""
"Female","26"
"Male","19"
"28",""
"Female","18"
"Male","30"
"29",""
"Female","11"
"Male","11"
"3",""
"Female","13"
"Male","5"
"30",""
"Female","25"
"Male","30"
"31",""
"Female","18"
"Male","8"
"32",""
"Female","19"
"Male","16"
"33",""
"Female","16"
"Male","17"
"34",""
"Female","17"
"Male","16"
"35",""
"Female","19"
"Male","23"
"36",""
"Female","9"
"Male","15"
"37",""
"Female","13"
"Male","18"
"38",""
"Female","19"
"Male","12"
"39",""
"Female","14"
"Male","5"
"4",""
"Female","17"
"Male","18"
"40",""
"Female","21"
"Male","28"
"41",""
"Female","13"
"Male","19"
"42",""
"Female","16"
"Male","11"
"43",""
"Female","14"
"Male","15"
"44",""
"Female","9"
"Male","8"
"45",""
"Female","25"
"Male","25"
"46",""
"Female","9"
"Male","14"
"47",""
"Female","11"
"Male","13"
"48",""
"Female","15"
"Male","14"
"49",""
"Female","13"
"Male","8"
"5",""
"Female","17"
"Male","20"
"50",""
"Female","18"
"Male","24"
"51",""
"Female","8"
"Male","8"
"52",""
"Female","20"
"Male","17"
"53",""
"Female","14"
"Male","14"
"54",""
"Female","6"
"Male","11"
"55",""
"Female","11"
"Male","19"
"56",""
"Female","13"
"Male","10"
"57",""
"Female","10"
"Male","9"
"58",""
"Female","13"
"Male","12"
"59",""
"Female","11"
"Male","5"
"6",""
"Female","17"
"Male","15"
"60",""
"Female","24"
"Male","24"
"61",""
"Female","11"
"Male","15"
"62",""
"Female","6"
"Male","8"
"63",""
"Female","10"
"Male","7"
"64",""
"Female","9"
"Male","5"
"65",""
"Female","10"
"Male","16"
"66",""
"Female","11"
"Male","11"
"67",""
"Female","5"
"Male","7"
"68",""
"Female","4"
"Male","4"
"69",""
"Female","5"
"Male","4"
"7",""
"Female","16"
"Male","20"
"70",""
"Female","13"
"Male","17"
"71",""
"Female","2"
"Male","6"
"72",""
"Female","3"
"Male","8"
"73",""
"Female","8"
"Male","4"
"74",""
"Female","0"
"Male","2"
"75",""
"Female","2"
"Male","8"
"76",""
"Female","1"
"Male","1"
"77",""
"Female","1"
"Male","0"
"78",""
"Female","5"
"Male","3"
"79",""
"Female","1"
"Male","2"
"8",""
"Female","15"
"Male","24"
"80",""
"Female","1"
"Male","3"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","1"
"Male","2"
"85",""
"Female","2"
"Male","4"
"9",""
"Female","32"
"Male","19"
