"Population by Mother tongue","Number"
"Achhami",""
"Female","856"
"Male","683"
"Baitadeli",""
"Female","1205"
"Male","1081"
"Bajhangi",""
"Female","119"
"Male","103"
"Bajureli",""
"Female","67"
"Male","55"
"Bhojpuri",""
"Female","6"
"Male","6"
"Darchuleli",""
"Female","132"
"Male","117"
"Doteli",""
"Female","15574"
"Male","13308"
"Hindi",""
"Female","43"
"Male","61"
"Magar",""
"Female","270"
"Male","270"
"Maithili",""
"Female","23"
"Male","22"
"Nepali",""
"Female","614"
"Male","524"
"Not Reported",""
"Female","14"
"Male","23"
"Others",""
"Female","37"
"Male","35"
"Sign Language",""
"Female","41"
"Male","34"
"Surel",""
"Female","22"
"Male","18"
"Tamang",""
"Female","7"
"Male","10"
"Tharu",""
"Female","5879"
"Male","5575"
