"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","2255"
"Electricity","0"
"Kerosene","93"
"LP Gas","34"
"Not stated","25"
"Others","48"
"Wood/Firewood","3360"
"Total","5822"
