"Population by Mother tongue","Number"
"Bajjika",""
"Female","8"
"Male","4"
"Bhojpuri",""
"Female","21"
"Male","16"
"Doteli",""
"Female","53"
"Male","38"
"Hindi",""
"Female","6"
"Male","5"
"Magahi",""
"Female","561"
"Male","503"
"Maithili",""
"Female","14943"
"Male","14701"
"Nepali",""
"Female","305"
"Male","359"
"Newar",""
"Female","63"
"Male","66"
"Not Reported",""
"Female","34"
"Male","28"
"Others",""
"Female","17"
"Male","19"
"Rai",""
"Female","7"
"Male","8"
"Tamang",""
"Female","20"
"Male","9"
"Urdu",""
"Female","32"
"Male","25"
