"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","98"
"Cow Dung","2"
"Electricity","0"
"Kerosene","10"
"LP Gas","0"
"Not stated","8"
"Others","0"
"Wood/Firewood","2254"
"Total","2372"
