"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","711"
"Christianity","207"
"Hindu","20396"
"Islam","20"
"Jainism","0"
"Kirat","0"
"Prakriti","9"
"Sikhism","0"
"Undefined","18"
"Total","21361"
