"Population by Caste Ethinicity","Number"
"Badi",""
"Female","60"
"Male","55"
"","115"
"Brahman - Hill",""
"Female","9198"
"Male","7748"
"","16946"
"Brahman - Tarai",""
"Female","9"
"Male","26"
"","35"
"Chhetri",""
"Female","33855"
"Male","28019"
"","61874"
"Dalit Others",""
"Female","6"
"Male","7"
"","13"
"Damai/Dholi",""
"Female","2203"
"Male","1906"
"","4109"
"Dhanuk",""
"Female","7"
"Male","4"
"","11"
"Ghale",""
"Female","13"
"Male","16"
"","29"
"Gharti/Bhujel",""
"Female","1393"
"Male","1296"
"","2689"
"Gurung",""
"Female","519"
"Male","450"
"","969"
"Hajam/Thakur",""
"Female","17"
"Male","26"
"","43"
"Halwai",""
"Female","4"
"Male","13"
"","17"
"Jirel",""
"Female","2395"
"Male","2094"
"","4489"
"Kami",""
"Female","4253"
"Male","3671"
"","7924"
"Kathabaniyan",""
"Female","18"
"Male","19"
"","37"
"Koiri/Kushwaha",""
"Female","12"
"Male","16"
"","28"
"Magar",""
"Female","1586"
"Male","1380"
"","2966"
"Majhi",""
"Female","214"
"Male","185"
"","399"
"Musalman",""
"Female","7"
"Male","23"
"","30"
"Newar",""
"Female","9313"
"Male","8100"
"","17413"
"Others",""
"Female","311"
"Male","304"
"","615"
"Rai",""
"Female","61"
"Male","59"
"","120"
"Sanyasi/Dasnami",""
"Female","686"
"Male","636"
"","1322"
"Sarki",""
"Female","2106"
"Male","1913"
"","4019"
"Sherpa",""
"Female","4606"
"Male","4234"
"","8840"
"Sunuwar",""
"Female","1004"
"Male","848"
"","1852"
"Tamang",""
"Female","16692"
"Male","14446"
"","31138"
"Teli",""
"Female","5"
"Male","6"
"","11"
"Terai Others",""
"Female","20"
"Male","13"
"","33"
"Thakuri",""
"Female","157"
"Male","142"
"","299"
"Thami",""
"Female","8567"
"Male","8049"
"","16616"
"Tharu",""
"Female","6"
"Male","9"
"","15"
"Undefined Others",""
"Female","33"
"Male","23"
"","56"
"Yadav",""
"Female","9"
"Male","18"
"","27"
