"Population by Mother tongue","Number"
"Bangla",""
"Female","73"
"Male","60"
"","133"
"Bhojpuri",""
"Female","20"
"Male","28"
"","48"
"Bhujel",""
"Female","8"
"Male","12"
"","20"
"Gurung",""
"Female","46"
"Male","42"
"","88"
"Hindi",""
"Female","10"
"Male","16"
"","26"
"Jirel",""
"Female","2255"
"Male","1978"
"","4233"
"Magar",""
"Female","302"
"Male","242"
"","544"
"Maithili",""
"Female","156"
"Male","270"
"","426"
"Majhi",""
"Female","93"
"Male","85"
"","178"
"Nepali",""
"Female","65327"
"Male","55427"
"","120754"
"Newar",""
"Female","1917"
"Male","1690"
"","3607"
"Not Reported",""
"Female","105"
"Male","91"
"","196"
"Others",""
"Female","117"
"Male","130"
"","247"
"Rai",""
"Female","25"
"Male","20"
"","45"
"Sherpa",""
"Female","4392"
"Male","4012"
"","8404"
"Sign Language",""
"Female","7"
"Male","4"
"","11"
"Sunuwar",""
"Female","959"
"Male","796"
"","1755"
"Surel",""
"Female","55"
"Male","57"
"","112"
"Tamang",""
"Female","15815"
"Male","13600"
"","29415"
"Thami",""
"Female","7657"
"Male","7185"
"","14842"
"Tharu",""
"Female","6"
"Male","9"
"","15"
