"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","60"
"Cow Dung","1"
"Electricity Fuel","99"
"KeroseneFuel","188"
"LP Gas","2065"
"Not Sated about Fuel","142"
"OthersFuel","22"
"Wood/FireWood","43081"
"Total","45658"
