"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","15"
"Electricity Fuel","21"
"KeroseneFuel","301"
"LP Gas","17542"
"Not Sated about Fuel","121"
"OthersFuel","53"
"Wood/FireWood","1383"
"Total","19441"
