"Number of households by type of outer wall","Number"
"BambooWall","169"
"Cement Bonded Bricks/Stone Wall","14957"
"Mud Bonded Bricks/Stone Wall","3864"
"Not Stated about Wall","341"
"Other Type Wall","13"
"Unbaked Bricks","17"
"Wood/Planks","80"
"Total","19441"
