"Population by Religion","Number"
"Bahai","4"
"Bon","6"
"Buddism","14880"
"Christianity","1420"
"Hindu","50055"
"Islam","193"
"Jainism","7"
"Kirat","512"
"Prakriti","38"
"Sikhism","3"
"Undefined","53"
"Total","67171"
