"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","81"
"Christianity","0"
"Hindu","22653"
"Islam","5187"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","31"
"Total","27952"
