"Population by Caste Ethinicity","Number"
"Badi",""
"Female","17"
"Male","19"
"","36"
"Brahman - Hill",""
"Female","273"
"Male","253"
"","526"
"Chhetri",""
"Female","5816"
"Male","5343"
"","11159"
"Damai/Dholi",""
"Female","375"
"Male","316"
"","691"
"Gurung",""
"Female","113"
"Male","112"
"","225"
"Kami",""
"Female","1127"
"Male","1010"
"","2137"
"Magar",""
"Female","721"
"Male","759"
"","1480"
"Others",""
"Female","17"
"Male","10"
"","27"
"Sanyasi/Dasnami",""
"Female","6"
"Male","8"
"","14"
"Sarki",""
"Female","347"
"Male","320"
"","667"
"Thakuri",""
"Female","176"
"Male","137"
"","313"
