"Population by Single Year of Age","Number"
"0",""
"Female","483"
"Male","564"
"1",""
"Female","449"
"Male","524"
"10",""
"Female","734"
"Male","755"
"11",""
"Female","657"
"Male","685"
"12",""
"Female","799"
"Male","809"
"13",""
"Female","703"
"Male","722"
"14",""
"Female","721"
"Male","720"
"15",""
"Female","741"
"Male","716"
"16",""
"Female","672"
"Male","677"
"17",""
"Female","726"
"Male","655"
"18",""
"Female","790"
"Male","663"
"19",""
"Female","697"
"Male","486"
"2",""
"Female","424"
"Male","530"
"20",""
"Female","738"
"Male","492"
"21",""
"Female","758"
"Male","434"
"22",""
"Female","889"
"Male","515"
"23",""
"Female","688"
"Male","385"
"24",""
"Female","661"
"Male","417"
"25",""
"Female","709"
"Male","444"
"26",""
"Female","604"
"Male","347"
"27",""
"Female","611"
"Male","367"
"28",""
"Female","685"
"Male","399"
"29",""
"Female","432"
"Male","270"
"3",""
"Female","484"
"Male","505"
"30",""
"Female","798"
"Male","442"
"31",""
"Female","341"
"Male","218"
"32",""
"Female","531"
"Male","295"
"33",""
"Female","368"
"Male","239"
"34",""
"Female","372"
"Male","241"
"35",""
"Female","724"
"Male","402"
"36",""
"Female","373"
"Male","266"
"37",""
"Female","303"
"Male","209"
"38",""
"Female","398"
"Male","278"
"39",""
"Female","266"
"Male","212"
"4",""
"Female","553"
"Male","623"
"40",""
"Female","654"
"Male","404"
"41",""
"Female","221"
"Male","151"
"42",""
"Female","322"
"Male","269"
"43",""
"Female","232"
"Male","187"
"44",""
"Female","207"
"Male","154"
"45",""
"Female","528"
"Male","319"
"46",""
"Female","254"
"Male","173"
"47",""
"Female","215"
"Male","182"
"48",""
"Female","270"
"Male","216"
"49",""
"Female","193"
"Male","138"
"5",""
"Female","552"
"Male","654"
"50",""
"Female","479"
"Male","320"
"51",""
"Female","208"
"Male","173"
"52",""
"Female","265"
"Male","225"
"53",""
"Female","171"
"Male","140"
"54",""
"Female","178"
"Male","157"
"55",""
"Female","320"
"Male","228"
"56",""
"Female","222"
"Male","186"
"57",""
"Female","220"
"Male","166"
"58",""
"Female","216"
"Male","184"
"59",""
"Female","135"
"Male","148"
"6",""
"Female","582"
"Male","600"
"60",""
"Female","406"
"Male","250"
"61",""
"Female","162"
"Male","125"
"62",""
"Female","190"
"Male","178"
"63",""
"Female","138"
"Male","141"
"64",""
"Female","118"
"Male","134"
"65",""
"Female","283"
"Male","184"
"66",""
"Female","119"
"Male","116"
"67",""
"Female","152"
"Male","130"
"68",""
"Female","164"
"Male","171"
"69",""
"Female","80"
"Male","84"
"7",""
"Female","650"
"Male","679"
"70",""
"Female","246"
"Male","174"
"71",""
"Female","77"
"Male","78"
"72",""
"Female","101"
"Male","114"
"73",""
"Female","82"
"Male","80"
"74",""
"Female","59"
"Male","79"
"75",""
"Female","129"
"Male","115"
"76",""
"Female","58"
"Male","71"
"77",""
"Female","57"
"Male","60"
"78",""
"Female","79"
"Male","91"
"79",""
"Female","44"
"Male","32"
"8",""
"Female","648"
"Male","735"
"80",""
"Female","79"
"Male","54"
"81",""
"Female","48"
"Male","38"
"82",""
"Female","38"
"Male","37"
"83",""
"Female","27"
"Male","18"
"84",""
"Female","47"
"Male","36"
"85",""
"Female","129"
"Male","143"
"9",""
"Female","608"
"Male","699"
