"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","31"
"Male","97"
"Chhantyal",""
"Female","44"
"Male","32"
"Gurung",""
"Female","16"
"Male","21"
"Hindi",""
"Female","22"
"Male","37"
"Magar",""
"Female","1135"
"Male","938"
"Maithili",""
"Female","7"
"Male","27"
"Nepali",""
"Female","30341"
"Male","23771"
"Newar",""
"Female","597"
"Male","528"
"Others",""
"Female","29"
"Male","23"
"Rai",""
"Female","7"
"Male","10"
"Tamang",""
"Female","33"
"Male","36"
"Thakali",""
"Female","7"
"Male","4"
"Tharu",""
"Female","6"
"Male","24"
