"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","239"
"Cow Dung","3"
"Electricity Fuel","5"
"KeroseneFuel","30"
"LP Gas","828"
"Not Sated about Fuel","20"
"OthersFuel","4"
"Wood/FireWood","6210"
"Total","7339"
