"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12"
"Cow Dung","7"
"Electricity Fuel","1"
"KeroseneFuel","31"
"LP Gas","26"
"Not Sated about Fuel","25"
"OthersFuel","0"
"Wood/FireWood","5843"
"Total","5945"
