"Population by Religion","Number"
"Bahai","0"
"Bon","2"
"Buddism","36570"
"Christianity","4051"
"Hindu","67809"
"Islam","479"
"Jainism","6"
"Kirat","1136"
"Prakriti","112"
"Sikhism","6"
"Undefined","281"
"Total","110452"
