"Population by Religion","Number"
"Bahai","1"
"Bon","1"
"Buddism","505"
"Christianity","1130"
"Hindu","42632"
"Islam","32"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","58"
"Total","44359"
