"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","35"
"Cow Dung","2"
"Electricity Fuel","3"
"KeroseneFuel","22"
"LP Gas","114"
"Not Sated about Fuel","51"
"OthersFuel","4"
"Wood/FireWood","9341"
"Total","9572"
