"Population by Caste Ethinicity","Number"
"Badi",""
"Female","171"
"Male","142"
"","313"
"Bote",""
"Female","16"
"Male","13"
"","29"
"Brahman - Hill",""
"Female","1166"
"Male","1021"
"","2187"
"Chhetri",""
"Female","7003"
"Male","5776"
"","12779"
"Damai/Dholi",""
"Female","805"
"Male","696"
"","1501"
"Gaine",""
"Female","52"
"Male","45"
"","97"
"Gurung",""
"Female","521"
"Male","434"
"","955"
"Kami",""
"Female","6563"
"Male","5207"
"","11770"
"Magar",""
"Female","6127"
"Male","5354"
"","11481"
"Majhi",""
"Female","14"
"Male","9"
"","23"
"Musalman",""
"Female","14"
"Male","15"
"","29"
"Newar",""
"Female","39"
"Male","28"
"","67"
"Others",""
"Female","36"
"Male","13"
"","49"
"Raji",""
"Female","20"
"Male","14"
"","34"
"Sanyasi/Dasnami",""
"Female","166"
"Male","164"
"","330"
"Sarki",""
"Female","440"
"Male","369"
"","809"
"Thakali",""
"Female","5"
"Male","6"
"","11"
"Thakuri",""
"Female","693"
"Male","548"
"","1241"
"Tharu",""
"Female","16"
"Male","13"
"","29"
"Yadav",""
"Female","16"
"Male","15"
"","31"
