"Population by Five Years Age Group","Number"
"0-4",""
"Female","1724"
"Male","1812"
"10-14",""
"Female","2495"
"Male","2538"
"15-19",""
"Female","1930"
"Male","1914"
"20-24",""
"Female","1521"
"Male","1269"
"25-29",""
"Female","1560"
"Male","1120"
"30-34",""
"Female","1249"
"Male","924"
"35-39",""
"Female","1160"
"Male","935"
"40-44",""
"Female","926"
"Male","837"
"45-49",""
"Female","717"
"Male","784"
"50-54",""
"Female","582"
"Male","615"
"55-59",""
"Female","568"
"Male","583"
"5-9",""
"Female","2244"
"Male","2372"
"60-64",""
"Female","553"
"Male","568"
"65-69",""
"Female","410"
"Male","459"
"70-74",""
"Female","274"
"Male","348"
"75+",""
"Female","205"
"Male","233"
