"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","6"
"Male","13"
"","19"
"Bhujel",""
"Female","65"
"Male","61"
"","126"
"Gurung",""
"Female","115"
"Male","101"
"","216"
"Limbu",""
"Female","3152"
"Male","2640"
"","5792"
"Magar",""
"Female","1101"
"Male","976"
"","2077"
"Maithili",""
"Female","18"
"Male","43"
"","61"
"Nepali",""
"Female","4445"
"Male","3697"
"","8142"
"Newar",""
"Female","227"
"Male","180"
"","407"
"Not Reported",""
"Female","21"
"Male","16"
"","37"
"Others",""
"Female","22"
"Male","20"
"","42"
"Rai",""
"Female","106"
"Male","70"
"","176"
"Sherpa",""
"Female","230"
"Male","182"
"","412"
"Tamang",""
"Female","455"
"Male","341"
"","796"
"Yakkha",""
"Female","13"
"Male","6"
"","19"
