"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","1"
"Electricity Fuel","2"
"KeroseneFuel","6"
"LP Gas","316"
"Not Sated about Fuel","10"
"OthersFuel","4"
"Wood/FireWood","3888"
"Total","4232"
