"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2001"
"Male","1421"
"","3422"
"Chhetri",""
"Female","1603"
"Male","1087"
"","2690"
"Damai/Dholi",""
"Female","168"
"Male","132"
"","300"
"Gaine",""
"Female","11"
"Male","11"
"","22"
"Gharti/Bhujel",""
"Female","19"
"Male","20"
"","39"
"Gurung",""
"Female","11"
"Male","9"
"","20"
"Kami",""
"Female","1170"
"Male","860"
"","2030"
"Kumal",""
"Female","216"
"Male","213"
"","429"
"Magar",""
"Female","4551"
"Male","3440"
"","7991"
"Musalman",""
"Female","16"
"Male","18"
"","34"
"Newar",""
"Female","154"
"Male","120"
"","274"
"Others",""
"Female","27"
"Male","20"
"","47"
"Sarki",""
"Female","831"
"Male","619"
"","1450"
"Sunuwar",""
"Female","12"
"Male","10"
"","22"
