"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","64"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","13"
"LP Gas","183"
"Not Sated about Fuel","13"
"OthersFuel","2"
"Wood/FireWood","4370"
"Total","4647"
