"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","444"
"Christianity","14"
"Hindu","18228"
"Islam","30"
"Jainism","0"
"Kirat","0"
"Prakriti","13"
"Sikhism","0"
"Undefined","40"
"Total","18770"
