"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","6"
"Electricity","0"
"Kerosene","13"
"LP Gas","1"
"Not stated","20"
"Others","1"
"Wood/Firewood","4095"
"Total","4140"
