"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","365"
"Male","329"
"Chhetri",""
"Female","3715"
"Male","3306"
"Damai/Dholi",""
"Female","336"
"Male","250"
"Gharti/Bhujel",""
"Female","291"
"Male","258"
"Kami",""
"Female","585"
"Male","449"
"Magar",""
"Female","626"
"Male","484"
"Majhi",""
"Female","51"
"Male","52"
"Newar",""
"Female","599"
"Male","521"
"Others",""
"Female","30"
"Male","25"
"Rai",""
"Female","3320"
"Male","2853"
"Sanyasi/Dasnami",""
"Female","96"
"Male","86"
"Sarki",""
"Female","256"
"Male","242"
"Sherpa",""
"Female","33"
"Male","35"
"Tamang",""
"Female","515"
"Male","467"
