"Population by Mother tongue","Number"
"Bantawa",""
"Female","15"
"Male","1"
"Chamling",""
"Female","2921"
"Male","2538"
"Magar",""
"Female","571"
"Male","435"
"Majhi",""
"Female","37"
"Male","38"
"Nepali",""
"Female","6093"
"Male","5298"
"Newar",""
"Female","327"
"Male","305"
"Not Reported",""
"Female","24"
"Male","20"
"Others",""
"Female","87"
"Male","84"
"Rai",""
"Female","160"
"Male","109"
"Sherpa",""
"Female","10"
"Male","13"
"Tamang",""
"Female","495"
"Male","438"
"Thulung",""
"Female","78"
"Male","78"
