"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2006"
"Cow Dung","49"
"Electricity Fuel","8"
"KeroseneFuel","70"
"LP Gas","2361"
"Not Sated about Fuel","29"
"OthersFuel","16"
"Wood/FireWood","9084"
"Total","13623"
