"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","21"
"Cow Dung","2742"
"Electricity Fuel","2"
"KeroseneFuel","137"
"LP Gas","41"
"Not Sated about Fuel","54"
"OthersFuel","191"
"Wood/FireWood","3905"
"Total","7093"
