"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","6"
"Male","5"
"","11"
"Gurung",""
"Female","28"
"Male","15"
"","43"
"Hyolmo/Yholmo",""
"Female","108"
"Male","102"
"","210"
"Magar",""
"Female","939"
"Male","713"
"","1652"
"Maithili",""
"Female","12"
"Male","13"
"","25"
"Majhi",""
"Female","33"
"Male","28"
"","61"
"Nepali",""
"Female","7014"
"Male","6068"
"","13082"
"Newar",""
"Female","549"
"Male","456"
"","1005"
"Not Reported",""
"Female","75"
"Male","65"
"","140"
"Others",""
"Female","7"
"Male","9"
"","16"
"Sherpa",""
"Female","13"
"Male","7"
"","20"
"Sunuwar",""
"Female","784"
"Male","698"
"","1482"
"Tamang",""
"Female","2925"
"Male","2404"
"","5329"
"Tharu",""
"Female","1"
"Male","32"
"","33"
