"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","9"
"Cow Dung","5686"
"Electricity","2"
"Kerosene","61"
"LP Gas","120"
"Not stated","28"
"Others","42"
"Wood/Firewood","786"
"Total","6734"
