"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","13"
"Cow Dung","1"
"Electricity","0"
"Kerosene","14"
"LP Gas","28"
"Not stated","22"
"Others","2"
"Wood/Firewood","4584"
"Total","4664"
