"Population by Mother tongue","Number"
"Avadhi",""
"Female","8"
"Male","3"
"","11"
"Bote",""
"Female","41"
"Male","28"
"","69"
"Gurung",""
"Female","8"
"Male","7"
"","15"
"Magar",""
"Female","25"
"Male","27"
"","52"
"Maithili",""
"Female","5"
"Male","13"
"","18"
"Nepali",""
"Female","4045"
"Male","4052"
"","8097"
"Newar",""
"Female","3"
"Male","8"
"","11"
"Others",""
"Female","8"
"Male","19"
"","27"
"Sherpa",""
"Female","26"
"Male","21"
"","47"
"Tamang",""
"Female","5"
"Male","7"
"","12"
"Urdu",""
"Female","0"
"Male","11"
"","11"
