"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","90"
"Male","128"
"","218"
"Chhetri",""
"Female","2823"
"Male","2814"
"","5637"
"Damai/Dholi",""
"Female","72"
"Male","76"
"","148"
"Gurung",""
"Female","34"
"Male","22"
"","56"
"Kami",""
"Female","402"
"Male","396"
"","798"
"Magar",""
"Female","94"
"Male","86"
"","180"
"Musalman",""
"Female","0"
"Male","13"
"","13"
"Newar",""
"Female","18"
"Male","19"
"","37"
"Others",""
"Female","7"
"Male","14"
"","21"
"Sanyasi/Dasnami",""
"Female","8"
"Male","12"
"","20"
"Sarki",""
"Female","107"
"Male","95"
"","202"
"Tamang",""
"Female","39"
"Male","40"
"","79"
"Thakali",""
"Female","8"
"Male","6"
"","14"
"Thakuri",""
"Female","466"
"Male","451"
"","917"
"Tharu",""
"Female","2"
"Male","17"
"","19"
"Yadav",""
"Female","4"
"Male","7"
"","11"
