"Population by Caste Ethinicity","Number"
"Badi",""
"Female","95"
"Male","99"
"","194"
"Brahman - Hill",""
"Female","468"
"Male","428"
"","896"
"Chhetri",""
"Female","8209"
"Male","7731"
"","15940"
"Dalit Others",""
"Female","363"
"Male","327"
"","690"
"Damai/Dholi",""
"Female","198"
"Male","166"
"","364"
"Kami",""
"Female","719"
"Male","653"
"","1372"
"Lohar",""
"Female","461"
"Male","414"
"","875"
"Others",""
"Female","17"
"Male","15"
"","32"
"Terai Others",""
"Female","8"
"Male","11"
"","19"
"Thakuri",""
"Female","601"
"Male","527"
"","1128"
