"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","14"
"Male","22"
"Gurung",""
"Female","319"
"Male","241"
"Hindi",""
"Female","20"
"Male","36"
"Kham",""
"Female","3099"
"Male","2639"
"Magar",""
"Female","12902"
"Male","10900"
"Maithili",""
"Female","19"
"Male","45"
"Nepali",""
"Female","104264"
"Male","86158"
"Newar",""
"Female","44"
"Male","46"
"Not Reported",""
"Female","53"
"Male","42"
"Others",""
"Female","92"
"Male","99"
"Sign Language",""
"Female","4"
"Male","7"
"Tharu",""
"Female","12"
"Male","32"
"Urdu",""
"Female","34"
"Male","34"
