"Population by Single Year of Age","Number"
"0",""
"Female","2349"
"Male","2456"
"1",""
"Female","2439"
"Male","2633"
"10",""
"Female","3685"
"Male","3738"
"11",""
"Female","2922"
"Male","2852"
"12",""
"Female","3711"
"Male","3780"
"13",""
"Female","3100"
"Male","3054"
"14",""
"Female","3181"
"Male","2917"
"15",""
"Female","3014"
"Male","2714"
"16",""
"Female","2930"
"Male","2421"
"17",""
"Female","2572"
"Male","2072"
"18",""
"Female","2935"
"Male","2111"
"19",""
"Female","2085"
"Male","1350"
"2",""
"Female","2717"
"Male","2859"
"20",""
"Female","2704"
"Male","1518"
"21",""
"Female","2203"
"Male","1324"
"22",""
"Female","2524"
"Male","1505"
"23",""
"Female","1944"
"Male","1089"
"24",""
"Female","2092"
"Male","1454"
"25",""
"Female","2413"
"Male","1411"
"26",""
"Female","1858"
"Male","1209"
"27",""
"Female","1671"
"Male","1125"
"28",""
"Female","1913"
"Male","1269"
"29",""
"Female","1048"
"Male","774"
"3",""
"Female","3128"
"Male","3144"
"30",""
"Female","2512"
"Male","1375"
"31",""
"Female","1040"
"Male","647"
"32",""
"Female","1631"
"Male","1072"
"33",""
"Female","1056"
"Male","720"
"34",""
"Female","1003"
"Male","683"
"35",""
"Female","2244"
"Male","1351"
"36",""
"Female","1290"
"Male","851"
"37",""
"Female","906"
"Male","630"
"38",""
"Female","1359"
"Male","899"
"39",""
"Female","796"
"Male","621"
"4",""
"Female","3386"
"Male","3426"
"40",""
"Female","2512"
"Male","1621"
"41",""
"Female","755"
"Male","619"
"42",""
"Female","1136"
"Male","907"
"43",""
"Female","770"
"Male","642"
"44",""
"Female","702"
"Male","575"
"45",""
"Female","1689"
"Male","1277"
"46",""
"Female","790"
"Male","714"
"47",""
"Female","634"
"Male","568"
"48",""
"Female","1010"
"Male","886"
"49",""
"Female","637"
"Male","524"
"5",""
"Female","3189"
"Male","3297"
"50",""
"Female","1828"
"Male","1578"
"51",""
"Female","570"
"Male","592"
"52",""
"Female","788"
"Male","836"
"53",""
"Female","583"
"Male","558"
"54",""
"Female","491"
"Male","477"
"55",""
"Female","1088"
"Male","1008"
"56",""
"Female","691"
"Male","665"
"57",""
"Female","525"
"Male","559"
"58",""
"Female","634"
"Male","643"
"59",""
"Female","472"
"Male","477"
"6",""
"Female","3035"
"Male","3163"
"60",""
"Female","1569"
"Male","1316"
"61",""
"Female","518"
"Male","492"
"62",""
"Female","545"
"Male","569"
"63",""
"Female","375"
"Male","393"
"64",""
"Female","390"
"Male","376"
"65",""
"Female","861"
"Male","771"
"66",""
"Female","384"
"Male","357"
"67",""
"Female","371"
"Male","392"
"68",""
"Female","436"
"Male","482"
"69",""
"Female","197"
"Male","242"
"7",""
"Female","3181"
"Male","3128"
"70",""
"Female","865"
"Male","634"
"71",""
"Female","184"
"Male","240"
"72",""
"Female","276"
"Male","306"
"73",""
"Female","184"
"Male","182"
"74",""
"Female","111"
"Male","131"
"75",""
"Female","368"
"Male","297"
"76",""
"Female","118"
"Male","149"
"77",""
"Female","85"
"Male","117"
"78",""
"Female","132"
"Male","172"
"79",""
"Female","88"
"Male","62"
"8",""
"Female","3450"
"Male","3494"
"80",""
"Female","259"
"Male","189"
"81",""
"Female","58"
"Male","54"
"82",""
"Female","66"
"Male","78"
"83",""
"Female","50"
"Male","58"
"84",""
"Female","55"
"Male","62"
"85",""
"Female","207"
"Male","191"
"9",""
"Female","3133"
"Male","2926"
