"Population by Five Years Age Group","Number"
"0-4",""
"Female","17287"
"Male","18017"
"10-14",""
"Female","19002"
"Male","18930"
"15-19",""
"Female","15337"
"Male","14056"
"20-24",""
"Female","11936"
"Male","9459"
"25-29",""
"Female","9967"
"Male","7779"
"30-34",""
"Female","7486"
"Male","6180"
"35-39",""
"Female","7227"
"Male","6252"
"40-44",""
"Female","6074"
"Male","5468"
"45-49",""
"Female","5046"
"Male","4826"
"50-54",""
"Female","4058"
"Male","4417"
"55-59",""
"Female","3248"
"Male","3599"
"5-9",""
"Female","19365"
"Male","19470"
"60-64",""
"Female","3781"
"Male","3440"
"65-69",""
"Female","2332"
"Male","2331"
"70-74",""
"Female","1388"
"Male","1419"
"75+",""
"Female","1246"
"Male","1347"
