"Number of households by type of outer wall","Number"
"BambooWall","65"
"Cement Bonded Bricks/Stone Wall","1192"
"Mud Bonded Bricks/Stone Wall","46682"
"Not stated","432"
"Others","32"
"Unbaked Bricks","7"
"Wood/Planks","505"
"Total","48915"
