"Population by Single Year of Age","Number"
"0",""
"Female","3145"
"Male","3224"
"1",""
"Female","2685"
"Male","2833"
"10",""
"Female","4030"
"Male","4188"
"11",""
"Female","3351"
"Male","3279"
"12",""
"Female","4463"
"Male","4413"
"13",""
"Female","3577"
"Male","3517"
"14",""
"Female","3581"
"Male","3533"
"15",""
"Female","3386"
"Male","3080"
"16",""
"Female","3301"
"Male","3029"
"17",""
"Female","2496"
"Male","2299"
"18",""
"Female","3842"
"Male","3612"
"19",""
"Female","2312"
"Male","2036"
"2",""
"Female","3518"
"Male","3661"
"20",""
"Female","2940"
"Male","2300"
"21",""
"Female","2150"
"Male","1816"
"22",""
"Female","2708"
"Male","2155"
"23",""
"Female","2071"
"Male","1548"
"24",""
"Female","2067"
"Male","1640"
"25",""
"Female","2733"
"Male","1947"
"26",""
"Female","2062"
"Male","1497"
"27",""
"Female","1687"
"Male","1389"
"28",""
"Female","2384"
"Male","1896"
"29",""
"Female","1101"
"Male","1050"
"3",""
"Female","3938"
"Male","3970"
"30",""
"Female","3026"
"Male","2167"
"31",""
"Female","777"
"Male","772"
"32",""
"Female","1643"
"Male","1425"
"33",""
"Female","1018"
"Male","912"
"34",""
"Female","1022"
"Male","904"
"35",""
"Female","2929"
"Male","2391"
"36",""
"Female","1269"
"Male","1169"
"37",""
"Female","774"
"Male","725"
"38",""
"Female","1452"
"Male","1256"
"39",""
"Female","803"
"Male","711"
"4",""
"Female","4001"
"Male","4329"
"40",""
"Female","2905"
"Male","2304"
"41",""
"Female","699"
"Male","699"
"42",""
"Female","1130"
"Male","1157"
"43",""
"Female","721"
"Male","702"
"44",""
"Female","619"
"Male","606"
"45",""
"Female","2194"
"Male","1802"
"46",""
"Female","764"
"Male","796"
"47",""
"Female","583"
"Male","588"
"48",""
"Female","986"
"Male","1094"
"49",""
"Female","519"
"Male","546"
"5",""
"Female","4200"
"Male","4276"
"50",""
"Female","1912"
"Male","1817"
"51",""
"Female","549"
"Male","670"
"52",""
"Female","726"
"Male","886"
"53",""
"Female","452"
"Male","546"
"54",""
"Female","419"
"Male","498"
"55",""
"Female","1189"
"Male","1212"
"56",""
"Female","492"
"Male","630"
"57",""
"Female","402"
"Male","475"
"58",""
"Female","719"
"Male","767"
"59",""
"Female","446"
"Male","515"
"6",""
"Female","3981"
"Male","4039"
"60",""
"Female","1770"
"Male","1486"
"61",""
"Female","526"
"Male","510"
"62",""
"Female","672"
"Male","559"
"63",""
"Female","438"
"Male","463"
"64",""
"Female","375"
"Male","422"
"65",""
"Female","1197"
"Male","949"
"66",""
"Female","289"
"Male","314"
"67",""
"Female","264"
"Male","304"
"68",""
"Female","416"
"Male","557"
"69",""
"Female","166"
"Male","207"
"7",""
"Female","3815"
"Male","3659"
"70",""
"Female","793"
"Male","640"
"71",""
"Female","139"
"Male","188"
"72",""
"Female","235"
"Male","290"
"73",""
"Female","133"
"Male","193"
"74",""
"Female","88"
"Male","108"
"75",""
"Female","352"
"Male","336"
"76",""
"Female","118"
"Male","113"
"77",""
"Female","60"
"Male","103"
"78",""
"Female","116"
"Male","186"
"79",""
"Female","36"
"Male","79"
"8",""
"Female","4009"
"Male","4154"
"80",""
"Female","235"
"Male","142"
"81",""
"Female","44"
"Male","58"
"82",""
"Female","46"
"Male","44"
"83",""
"Female","39"
"Male","49"
"84",""
"Female","29"
"Male","47"
"85",""
"Female","171"
"Male","190"
"9",""
"Female","3360"
"Male","3342"
