"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","122"
"Cow Dung","72"
"Electricity","2"
"Kerosene","60"
"LP Gas","750"
"Not stated","335"
"Others","51"
"Wood/Firewood","47523"
"Total","48915"
