"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","22"
"Christianity","105"
"Hindu","21334"
"Islam","4"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","19"
"Total","21484"
