"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","53"
"Cow Dung","8"
"Electricity","5"
"Kerosene","137"
"LP Gas","853"
"Not stated","101"
"Others","38"
"Wood/Firewood","8904"
"Total","10099"
