"Population by Single Year of Age","Number"
"0",""
"Female","362"
"Male","311"
"1",""
"Female","267"
"Male","307"
"10",""
"Female","680"
"Male","630"
"11",""
"Female","586"
"Male","579"
"12",""
"Female","727"
"Male","765"
"13",""
"Female","666"
"Male","676"
"14",""
"Female","784"
"Male","711"
"15",""
"Female","700"
"Male","608"
"16",""
"Female","737"
"Male","577"
"17",""
"Female","599"
"Male","535"
"18",""
"Female","665"
"Male","543"
"19",""
"Female","513"
"Male","305"
"2",""
"Female","350"
"Male","325"
"20",""
"Female","500"
"Male","316"
"21",""
"Female","447"
"Male","282"
"22",""
"Female","530"
"Male","323"
"23",""
"Female","330"
"Male","250"
"24",""
"Female","348"
"Male","244"
"25",""
"Female","479"
"Male","244"
"26",""
"Female","302"
"Male","204"
"27",""
"Female","321"
"Male","204"
"28",""
"Female","357"
"Male","268"
"29",""
"Female","204"
"Male","132"
"3",""
"Female","400"
"Male","338"
"30",""
"Female","545"
"Male","332"
"31",""
"Female","167"
"Male","122"
"32",""
"Female","320"
"Male","220"
"33",""
"Female","191"
"Male","147"
"34",""
"Female","167"
"Male","131"
"35",""
"Female","610"
"Male","396"
"36",""
"Female","227"
"Male","205"
"37",""
"Female","154"
"Male","153"
"38",""
"Female","271"
"Male","184"
"39",""
"Female","121"
"Male","99"
"4",""
"Female","443"
"Male","433"
"40",""
"Female","631"
"Male","460"
"41",""
"Female","151"
"Male","148"
"42",""
"Female","261"
"Male","253"
"43",""
"Female","149"
"Male","141"
"44",""
"Female","144"
"Male","149"
"45",""
"Female","507"
"Male","390"
"46",""
"Female","176"
"Male","162"
"47",""
"Female","132"
"Male","127"
"48",""
"Female","229"
"Male","230"
"49",""
"Female","130"
"Male","125"
"5",""
"Female","484"
"Male","473"
"50",""
"Female","469"
"Male","417"
"51",""
"Female","116"
"Male","154"
"52",""
"Female","212"
"Male","205"
"53",""
"Female","135"
"Male","135"
"54",""
"Female","118"
"Male","105"
"55",""
"Female","275"
"Male","257"
"56",""
"Female","134"
"Male","130"
"57",""
"Female","138"
"Male","110"
"58",""
"Female","159"
"Male","168"
"59",""
"Female","81"
"Male","95"
"6",""
"Female","464"
"Male","493"
"60",""
"Female","386"
"Male","334"
"61",""
"Female","132"
"Male","118"
"62",""
"Female","113"
"Male","130"
"63",""
"Female","104"
"Male","86"
"64",""
"Female","97"
"Male","76"
"65",""
"Female","260"
"Male","201"
"66",""
"Female","92"
"Male","92"
"67",""
"Female","101"
"Male","81"
"68",""
"Female","119"
"Male","112"
"69",""
"Female","52"
"Male","61"
"7",""
"Female","492"
"Male","484"
"70",""
"Female","248"
"Male","183"
"71",""
"Female","72"
"Male","63"
"72",""
"Female","113"
"Male","81"
"73",""
"Female","57"
"Male","71"
"74",""
"Female","47"
"Male","40"
"75",""
"Female","164"
"Male","104"
"76",""
"Female","63"
"Male","47"
"77",""
"Female","55"
"Male","45"
"78",""
"Female","89"
"Male","96"
"79",""
"Female","28"
"Male","28"
"8",""
"Female","505"
"Male","557"
"80",""
"Female","108"
"Male","68"
"81",""
"Female","25"
"Male","19"
"82",""
"Female","28"
"Male","29"
"83",""
"Female","36"
"Male","35"
"84",""
"Female","31"
"Male","27"
"85",""
"Female","144"
"Male","98"
"9",""
"Female","552"
"Male","544"
