"Population by Five Years Age Group","Number"
"0-4",""
"Female","1822"
"Male","1714"
"10-14",""
"Female","3443"
"Male","3361"
"15-19",""
"Female","3214"
"Male","2568"
"20-24",""
"Female","2155"
"Male","1415"
"25-29",""
"Female","1663"
"Male","1052"
"30-34",""
"Female","1390"
"Male","952"
"35-39",""
"Female","1383"
"Male","1037"
"40-44",""
"Female","1336"
"Male","1151"
"45-49",""
"Female","1174"
"Male","1034"
"50-54",""
"Female","1050"
"Male","1016"
"55-59",""
"Female","787"
"Male","760"
"5-9",""
"Female","2497"
"Male","2551"
"60-64",""
"Female","832"
"Male","744"
"65-69",""
"Female","624"
"Male","547"
"70-74",""
"Female","537"
"Male","438"
"75+",""
"Female","771"
"Male","596"
